"data";"czas";"ALE";"ALR";"BDX";"CDR";"CPS";"DNP";"JSW";"KGH";"KRU";"KTY";"LPP";"MBK";"OPL";"PCO";"PEO";"PGE";"PKN";"PKO";"PZU";"SPL";"11B";"ABE";"ACP";"APR";"ASB";"ATC";"ATT";"BFT";"BHW";"CAR";"CCC";"CIG";"CMR";"COG";"DOM";"DVL";"EAT";"ENA";"EUR";"GEA";"GPP";"GPW";"GRX";"HUG";"ING";"LWB";"MBR";"MIL";"NEU";"PKP";"PXM";"RBW";"RVU";"SLV";"SNT";"TEN";"TPE";"TXT";"WPL";"XTB"
20240319;132500;9244;1725;53;1423;5890;1391;2501;4515;217;336;141.5877659607;12;26179;24371;3866.5492956425;16430;6305;2521;18494;653;0;0;1099;407;255;0;1977;42;281;2;942;1000;61;8;0;21;40;420;1537;0;0;303;29954;0;164.871224167;465;0;26674;0;108;0;0;0;0;0;180;3093;0;0;647
20240319;133000;16984;945;174;1571;12734;2635;6128;1829;27;5;95.7500000022;41;9599;8111;2702.6901407527;7021;5359;9091;2883;300;0;0;4;1290;6;0;10;18;0;0;1084;0;13;60;103;0;934;744;1986;1500;0;56;2997;197;50.899841018;209;0;2248;0;1783;1;1;0;972;19;0;10;0;0;176
20240319;133500;6101;521;47;94;8269;3025;9316;4276;133;95;205.7606383026;310;22121;6616;2058.450704155;8851;6003;7201;4315;694;26;0;0;500;751;11;0;397;0;0;1568;0;170;2000;0;500;100;0;1698;128;0;828;2600;1338;110.6518283;45;0;293;0;50;0;0;0;6;113;452;6000;88;0;5460
20240319;134000;11184;1751;388;1243;6108;2571;9428;2357;44;73;38.7074468094;194;5989;10104;1806.9859154312;6306;34364;12569;9012;1052;1;0;375;282;0;288;272;73;39;0;104;460;0;0;0;10100;7514;1493;400;0;0;691;0;1182;48.686804452;0;0;1501;1;0;0;0;0;0;175;599;3916;39;0;1599
20240319;134500;16732;344;34;2978;7663;8574;564;3112;83;128;79.4521276614;61;8718;4110;2381.126760482;10859;55913;6374;5108;612;0;0;392;182;226;0;273;15;0;0;441;2485;149;2022;57;2;40;0;0;0;0;290;800;0;5.532591415;0;0;490;0;169;0;400;18;0;141;73;6012;1373;17;359
20240319;135000;14966;527;109;1478;5906;890;81;10108;112;136;47.8750000011;48;21433;12472;1930.4929576805;27674;4196;9689;18888;167;3;0;499;368;713;163;170;39;0;0;50;0;0;127;22;0;0;4637;0;0;0;291;15510;0;0;0;68;4596;0;1148;0;111;0;0;79;53;0;923;0;148
20240319;135500;6337;511;15;1992;18250;2185;1420;2267;327;170;30.558510639;424;7120;3862;2768.3380280744;6136;22108;4073;6213;1227;11;0;239;59;526;0;0;20;0;0;503;0;40;0;0;0;214;14296;0;0;0;396;4220;0;35.408585056;844;1;26927;0;0;56;0;0;0;16;224;0;127;0;277
20240319;140000;16767;1052;323;1645;6277;1582;1280;2722;81;407;73.3404255336;62;23743;9250;1693.4929576886;2793;3695;5004;1604;265;1;0;339;215;4282;208;600;30;0;0;451;0;0;0;18;0;818;302;50;0;0;519;49691;0;44.26073132;117;0;6821;1;0;0;0;0;20;160;51;346;0;0;1335
20240319;140500;20942;9939;121;2008;29332;2779;4299;5982;520;310;206.7792553239;139;21425;19599;7772.0422532555;12323;8775;18169;33084;2407;5;0;2361;15069;683;0;171;33;10;0;317;10;52;400;0;0;660;2365;6770;0;0;636;5510;117;409.41176471;660;0;13104;5;0;0;0;0;0;100;115;29895;0;0;195
20240319;141000;4028;1805;85;4059;13989;2961;1973;8027;205;420;29.5398936177;394;11186;4150;4103.5492956344;7987;6408;5725;18915;813;0;0;529;967;295;140;378;18;5;0;3024;91;62;0;0;14;0;1274;1;2700;0;415;23225;186;6.639109698;0;10;6137;0;1;0;102;0;0;0;95;5794;0;0;433
20240319;141500;17347;1575;475;1172;26431;2715;414;5465;18;112;68.2473404271;45;2387;26813;3297.9718308732;2698;6311;17187;3883;449;89;0;658;1820;300;1;4;36;2;0;601;0;0;0;0;1500;1040;1870;2917;0;69;556;0;2;3.319554849;500;18;9976;0;0;0;0;0;0;17;48;0;247;0;339
20240319;142000;20902;2373;600;6858;13598;1419;2391;14921;824;162;240.3936170268;19;10067;28561;8202.6478870436;1762;4848;17353;9328;214;6;3;85;105;90;24;4276;21;1;0;421;2500;46;2;2;19;0;1261;1207;0;29;106;1500;0;60.858505565;100;1;5330;0;0;5030;102;0;0;55;0;34294;457;0;642
20240319;142500;20712;802;15;2070;9347;1348;414;6927;350;133;103.8989361726;130;16518;27188;5542.2394364303;20633;5528;11575;10275;579;67;410;318;0;500;151;126;36;79;0;1554;0;0;0;0;0;78;2059;1;0;423;1106;0;194;55.32591415;254;1;3176;0;0;1035;132;0;55;11;98;9254;375;0;2658
20240319;143000;23581;1059;512;1890;27790;3385;1314;3711;111;334;151.7739361737;304;18278;10816;7510.563380025;9258;13789;7153;10414;663;0;0;74;144;200;0;174;40;0;0;1824;288;42;0;0;0;1200;3280;2166;0;0;124;1010;0;217.984101751;150;30;1500;0;1617;0;100;20;0;24;0;38775;0;0;1070
20240319;143500;23681;1763;33;2483;20508;2038;2257;15051;145;212;67.2287234058;296;18958;26240;8570.9436616789;10780;4457;28931;16234;534;4;0;1018;583;0;0;1273;22;186;0;605;3188;9;102;0;0;40;4945;9412;0;722;568;0;137;546.620031802;74;0;18063;0;0;699;0;229;0;10;62;12971;0;0;713
20240319;144000;62588;3102;182;4867;13717;2123;8722;7586;179;161;3.0558510639;727;7197;26406;8031.2957743734;7527;17449;29085;9226;3785;38;2;1075;839;930;74;563;46;181;31;637;2547;31;3401;0;5500;3114;2247;286;225;0;1768;0;213;53.112877584;0;17;18398;14;201;286;150;200;48;0;106;4655;534;55;2722
20240319;144500;27140;1324;80;4921;20256;1790;1543;3155;69;357;242.4308510694;17;7212;12402;2476.8169013238;21378;25483;29705;8697;3407;8;43;670;220;2491;181;496;40;95;43;3;1097;3;728;0;125;483;1801;2173;1154;0;590;500;113;229.049284581;477;45;8657;0;160;288;62;50;49;240;53;15452;252;0;998
20240319;145000;20428;584;685;1400;29484;2105;2729;10728;290;315;117.1409574495;240;24881;9225;4115.7887322537;8729;14141;11319;7055;1316;0;10;413;100;120;7;0;55;180;58;768;1000;72;10;0;5000;86;0;10634;0;0;1465;1000;0;35.408585056;141;0;4546;10;346;0;0;0;0;673;0;842;814;38;291
20240319;145500;42137;1691;351;6762;15992;2038;5159;6910;182;220;45.8377659585;280;24484;29433;9810.4647883971;12058;18101;21375;21317;1257;0;0;1108;132;0;91;415;316;0;0;91;1000;45;5025;34;0;408;4273;2903;303;0;147;0;208;36.515103339;673;0;1232;0;402;0;1315;0;0;20;12;61807;0;1;234
20240319;150000;28265;6106;522;5532;27466;2179;4983;10440;176;204;63.1542553206;131;32331;15478;6464.647887103;41097;19120;13918;10792;1248;123;0;181;0;78;121;30;38;0;0;0;2885;101;886;10;0;0;34;8251;0;0;1795;1408;0;9.958664547;3462;134;14667;14;0;0;0;25;113;3349;725;1262;0;0;471
20240319;150500;19955;3706;305;8097;57494;1669;6625;7887;96;182;321.8829787308;164;6694;11698;2527.9999999136;39827;7061;4404;11902;986;10;0;302;0;0;1;2221;21;42;0;3641;2145;47;0;0;480;204;3268;2000;0;0;131;3592;1929;22.13036566;249;42;18508;8;448;0;80;0;30;3534;4;3190;2660;0;2560
20240319;151000;23178;12680;410;5585;50506;1591;3912;3576;124;96;282.1569149001;243;22729;29744;7330.3098589044;12757;9337;4911;10415;1183;8;0;159;462;953;1263;100;131;0;0;2245;312;271;0;15;5500;179;1076;106;0;0;198;2127;0;0;524;0;10451;0;12590;0;100;0;0;1917;44;20432;3983;0;3050
20240319;151500;34154;1194;322;3187;23166;1726;2634;7289;228;282;55.0053191502;77;20622;13383;4594.2394364627;12256;5264;19833;16546;2079;174;0;0;100;816;0;373;451;16;4;460;2888;48;827;0;6;0;7990;1513;0;0;275;1092;0;0;570;163;1830;0;475;0;50;25;0;286;6;4493;289;0;917
20240319;152000;19856;218;81;4443;17166;1378;4896;8107;221;238;397.260638307;370;30167;14308;7223.4929574996;2489;8843;15715;10494;878;65;515;929;27;5892;1924;506;6;27;0;871;3021;53;4789;4;500;0;5739;899;0;0;0;2050;0;0;25;0;5187;0;85;288;188;0;325;111;158;63799;30;0;517
20240319;152500;31912;1819;122;2960;17857;1456;1297;5424;506;100;43.8005319159;230;13995;14580;7448.2535208722;21152;7878;11159;17862;810;0;31;3;519;3943;0;2715;1;44;0;55;1011;540;565;0;250;106;5715;0;0;0;1243;0;0;21.023847377;215;2;6323;2;290;0;50;0;0;1;250;5597;139;0;360
