y;ds
1.584;2024-03-21 14:15:00
1.584;2024-03-21 14:20:00
1.584;2024-03-21 14:25:00
1.584;2024-03-21 14:30:00
1.586;2024-03-21 14:35:00
1.594;2024-03-21 14:40:00
1.594;2024-03-21 14:45:00
1.59;2024-03-21 14:50:00
1.59;2024-03-21 14:55:00
1.59;2024-03-21 15:00:00
1.58;2024-03-21 15:05:00
1.58;2024-03-21 15:10:00
1.57;2024-03-21 15:15:00
1.57;2024-03-21 15:20:00
1.57;2024-03-21 15:25:00
1.572;2024-03-21 15:30:00
1.568;2024-03-21 15:35:00
1.572;2024-03-21 15:40:00
1.572;2024-03-21 15:45:00
1.566;2024-03-21 15:50:00
1.566;2024-03-21 15:55:00
1.572;2024-03-21 16:00:00
1.574;2024-03-21 16:05:00
1.578;2024-03-21 16:10:00
1.578;2024-03-21 16:15:00
1.574;2024-03-21 16:20:00
1.574;2024-03-21 16:25:00
1.574;2024-03-21 16:30:00
1.57;2024-03-21 16:35:00
1.574;2024-03-21 16:40:00
1.566;2024-03-21 16:45:00
1.57;2024-03-22 09:00:00
1.578;2024-03-22 09:05:00
1.57;2024-03-22 09:10:00
1.57;2024-03-22 09:15:00
1.572;2024-03-22 09:20:00
1.578;2024-03-22 09:25:00
1.578;2024-03-22 09:30:00
1.578;2024-03-22 09:35:00
1.578;2024-03-22 09:40:00
1.578;2024-03-22 09:45:00
1.586;2024-03-22 09:50:00
1.618;2024-03-22 09:55:00
1.624;2024-03-22 10:00:00
1.624;2024-03-22 10:05:00
1.63;2024-03-22 10:10:00
1.626;2024-03-22 10:15:00
1.622;2024-03-22 10:20:00
1.628;2024-03-22 10:25:00
1.62;2024-03-22 10:30:00
1.624;2024-03-22 10:35:00
1.622;2024-03-22 10:40:00
1.624;2024-03-22 10:45:00
1.622;2024-03-22 10:50:00
1.622;2024-03-22 10:55:00
1.614;2024-03-22 11:00:00
1.612;2024-03-22 11:05:00
1.612;2024-03-22 11:10:00
1.61;2024-03-22 11:15:00
1.61;2024-03-22 11:20:00
1.61;2024-03-22 11:25:00
1.61;2024-03-22 11:30:00
1.602;2024-03-22 11:35:00
1.602;2024-03-22 11:40:00
1.61;2024-03-22 11:45:00
1.6;2024-03-22 11:50:00
1.602;2024-03-22 11:55:00
1.6;2024-03-22 12:00:00
1.606;2024-03-22 12:05:00
1.614;2024-03-22 12:10:00
1.614;2024-03-22 12:15:00
1.614;2024-03-22 12:20:00
1.614;2024-03-22 12:25:00
1.61;2024-03-22 12:30:00
1.61;2024-03-22 12:35:00
1.61;2024-03-22 12:40:00
1.604;2024-03-22 12:45:00
1.604;2024-03-22 12:50:00
1.604;2024-03-22 12:55:00
1.604;2024-03-22 13:00:00
1.604;2024-03-22 13:05:00
1.614;2024-03-22 13:10:00
1.614;2024-03-22 13:15:00
1.614;2024-03-22 13:20:00
1.614;2024-03-22 13:25:00
1.61;2024-03-22 13:30:00
1.61;2024-03-22 13:35:00
